N,Должность,Язык.программирования,Специализация,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Университет,Еще.студент,Уровень.английского,Предметная.область,Дата.заполнения,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg,avg_by_Должность
2210,Software Engineer,JavaScript,,1.5,1,950,300,Киев,до 50 человек,Аутсорсинговая,мужской,24,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,Корпоративные системы",13/06/2017 11:07:31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.5,1.0,950,,DEV,1883.371034198599,1678.630073800738
2215,Software Engineer,C++,,10 и более лет,10 и более лет,2250,300,Одесса,до 200 человек,Аутстаффинговая,мужской,37,Техникум / Колледж,,False,ниже среднего,Desktop Applications,13/06/2017 11:10:03,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",10.0,10.0,2250,,DEV,1883.371034198599,1678.630073800738
2217,Junior Software Engineer,JavaScript,,2,1,400,0,Киев,до 200 человек,Аутсорсинговая,мужской,23,Незаконченное высшее,НАУ,False,элементарный,Веб-разработка,13/06/2017 11:10:46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,400,,DEV,1883.371034198599,605.65859375
2218,Senior Software Engineer,PHP,,4,0.5,2500,1500,Львов,до 50 человек,Аутсорсинговая,мужской,24,Высшее,НАУ,False,выше среднего,Веб-разработка,13/06/2017 11:11:24,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",4.0,0.5,2500,,DEV,1883.371034198599,3243.2009259259257
2220,Junior Software Engineer,Java,,0.5,0.5,700,0,Львов,свыше 1000 человек,Аутсорсинговая,мужской,22,Незаконченное высшее,Львовская Политехника,True,средний,eCommerce,13/06/2017 11:13:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,700,,DEV,1883.371034198599,605.65859375
2221,Senior Software Engineer,PHP,,10 и более лет,меньше 3 месяцев,3500,300,Одесса,до 200 человек,Продуктовая,мужской,32,Высшее,ХНУРЭ,False,выше среднего,Веб-разработка,13/06/2017 11:14:11,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",10.0,0.0,3500,,DEV,1883.371034198599,3243.2009259259257
2222,Software Engineer,1С,,10 и более лет,1.5,1000,100,Киев,до 10 человек,Продуктовая,мужской,30,Высшее,ЖГТУ,False,элементарный,Корпоративные системы,13/06/2017 11:16:43,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,1.5,1000,,DEV,1883.371034198599,1678.630073800738
2225,Software Engineer,Python,,6,2,4500,1500,Киев,до 50 человек,Продуктовая,мужской,33,Высшее,НТУУ «КПИ»,False,средний,Gamedev,13/06/2017 11:17:57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",6.0,2.0,4500,,DEV,1883.371034198599,1678.630073800738
2227,Senior Software Engineer,Scala,,7,2,3500,400,Львов,до 1000 человек,Аутсорсинговая,мужской,31,Высшее,Другой вуз,False,выше среднего,Другое,13/06/2017 11:18:35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.114 Safari/537.36 Vivaldi/1.9.818.50",7.0,2.0,3500,,DEV,1883.371034198599,3243.2009259259257
2231,Software Engineer,C++,,4,0.5,2000,700,Одесса,до 50 человек,Продуктовая,мужской,23,Высшее,ОНУ им. Мечникова,False,средний,Desktop Applications,13/06/2017 11:20:18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.5,2000,,DEV,1883.371034198599,1678.630073800738
2234,Software Engineer,PHP,,3,1,2700,0,Киев,до 1000 человек,Аутсорсинговая,мужской,27,Высшее,Другой вуз,False,средний,eCommerce,13/06/2017 11:22:38,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,2700,,DEV,1883.371034198599,1678.630073800738
2236,Senior Software Engineer,Swift,,3,1,3500,800,Львов,до 50 человек,Аутсорсинговая,мужской,27,Высшее,ХАИ,False,выше среднего,iOS,13/06/2017 11:24:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,3500,,DEV,1883.371034198599,3243.2009259259257
2237,Software Engineer,Java,,2,2,1600,600,Ивано-Франковск,до 200 человек,Аутсорсинговая,мужской,22,Высшее,Другой вуз,True,выше среднего,"Веб-разработка,Другое",13/06/2017 11:24:50,"Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,2.0,1600,,DEV,1883.371034198599,1678.630073800738
2240,Software Engineer,C#/.NET,,4,3,2300,300,Другой,до 50 человек,Продуктовая,мужской,23,Высшее,НТУУ «КПИ»,False,выше среднего,"Веб-разработка,Финансы и банки",13/06/2017 11:27:32,"Mozilla/5.0 (Linux; Android 7.1.2; Nexus 5X Build/N2G47W) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.92 Mobile Safari/537.36",4.0,3.0,2300,,DEV,1883.371034198599,1678.630073800738
2242,Software Engineer,C#/.NET,,3,3,3040,200,Харьков,до 1000 человек,Аутстаффинговая,мужской,29,Высшее,ХНЭУ,False,выше среднего,Веб-разработка,13/06/2017 11:28:32,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,3040,,DEV,1883.371034198599,1678.630073800738
2243,Junior Software Engineer,JavaScript,,1.5,1.5,790,250,Львов,свыше 1000 человек,Аутсорсинговая,мужской,26,Среднее,,False,средний,Веб-разработка,13/06/2017 11:28:53,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.5,1.5,790,,DEV,1883.371034198599,605.65859375
2244,Software Engineer,Java,,3,2,1700,600,Одесса,до 1000 человек,Аутстаффинговая,мужской,30,Высшее,Другой вуз,False,средний,Мультимедиа,13/06/2017 11:29:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,2.0,1700,,DEV,1883.371034198599,1678.630073800738
2245,Software Engineer,Python,,3,0.5,2400,1000,Киев,свыше 1000 человек,Аутстаффинговая,мужской,24,Высшее,НТУ «ХПИ»,False,выше среднего,Другое,13/06/2017 11:29:18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,2400,,DEV,1883.371034198599,1678.630073800738
2247,Junior Software Engineer,Java,,1.5,1.5,1400,50,Другой,до 50 человек,Продуктовая,мужской,24,Незаконченное высшее,Другой вуз,True,ниже среднего,Веб-разработка,13/06/2017 11:31:53,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1400,,DEV,1883.371034198599,605.65859375
2248,Software Engineer,JavaScript,,1,1,550,250,Киев,до 200 человек,Аутстаффинговая,мужской,25,Высшее,КНЭУ,False,ниже среднего,Веб-разработка,13/06/2017 11:32:07,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,550,,DEV,1883.371034198599,1678.630073800738
2249,Senior Software Engineer,1С,,10 и более лет,1.5,1100,100,Киев,до 50 человек,Продуктовая,мужской,35,Высшее,Другой вуз,False,средний,"Финансы и банки,Корпоративные системы",13/06/2017 11:33:01,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,1.5,1100,,DEV,1883.371034198599,3243.2009259259257
2260,Software Engineer,PHP,,2,1,1400,700,Киев,до 200 человек,Продуктовая,женский,21,Незаконченное высшее,НТУУ «КПИ»,False,выше среднего,Другое,13/06/2017 11:37:38,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",2.0,1.0,1400,,DEV,1883.371034198599,1678.630073800738
2261,Junior Software Engineer,Java,,2,0.5,1300,500,Львов,свыше 1000 человек,Аутсорсинговая,мужской,22,Незаконченное высшее,Львовская Политехника,True,средний,Корпоративные системы,13/06/2017 11:38:38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,1300,,DEV,1883.371034198599,605.65859375
2262,Senior Software Engineer,Java,,9,9,3300,0,Киев,до 200 человек,Аутстаффинговая,мужской,32,Высшее,ЛНУ им. Франко,False,выше среднего,Веб-разработка,13/06/2017 11:38:58,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,9.0,9.0,3300,,DEV,1883.371034198599,3243.2009259259257
2263,Software Engineer,Swift,,4,1,2500,300,Харьков,до 1000 человек,Аутсорсинговая,мужской,27,Высшее,НТУ «ХПИ»,False,средний,iOS,13/06/2017 11:39:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",4.0,1.0,2500,,DEV,1883.371034198599,1678.630073800738
2267,Senior Software Engineer,C#/.NET,,4,4,2250,300,Львов,до 50 человек,Аутсорсинговая,мужской,26,Высшее,ДонНТУ,False,выше среднего,"Android,iOS",13/06/2017 11:42:48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",4.0,4.0,2250,,DEV,1883.371034198599,3243.2009259259257
2268,Software Engineer,PHP,,4,0.5,2000,0,Киев,до 10 человек,Аутстаффинговая,мужской,23,Незаконченное высшее,ДонНТУ,False,выше среднего,Веб-разработка,13/06/2017 11:42:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.5,2000,,DEV,1883.371034198599,1678.630073800738
2269,Senior Software Engineer,1С,,6,1,850,0,Киев,до 50 человек,Другая,мужской,32,Два высших,СумГУ,False,ниже среднего,"Финансы и банки,Корпоративные системы",13/06/2017 11:43:36,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0,6.0,1.0,850,,DEV,1883.371034198599,3243.2009259259257
2271,Senior Software Engineer,Java,,6,1.5,4500,0,Львов,до 10 человек,Стартап,мужской,25,Два высших,ЛНУ им. Франко,False,выше среднего,"Веб-разработка,Корпоративные системы",13/06/2017 11:44:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,1.5,4500,,DEV,1883.371034198599,3243.2009259259257
2277,Senior Software Engineer,PHP,,4,2,3000,1000,Киев,до 50 человек,Аутсорсинговая,мужской,24,Незаконченное высшее,НТУУ «КПИ»,True,выше среднего,"Веб-разработка,eCommerce",13/06/2017 11:48:10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",4.0,2.0,3000,,DEV,1883.371034198599,3243.2009259259257
2278,Junior Software Engineer,C#/.NET,,1.5,1.5,1100,400,Львов,до 50 человек,Аутсорсинговая,мужской,25,Высшее,Другой вуз,False,средний,Веб-разработка,13/06/2017 11:49:19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1100,,DEV,1883.371034198599,605.65859375
2279,Software Engineer,Swift,,4,1.5,2555,1000,Львов,до 200 человек,Аутстаффинговая,мужской,24,Высшее,Другой вуз,False,выше среднего,iOS,13/06/2017 11:49:20,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",4.0,1.5,2555,,DEV,1883.371034198599,1678.630073800738
2280,Junior Software Engineer,C#/.NET,,1.5,0.5,1000,550,Киев,до 200 человек,Аутсорсинговая,мужской,21,Незаконченное высшее,НТУУ «КПИ»,True,средний,"Веб-разработка,Другое",13/06/2017 11:49:30,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.5,1000,,DEV,1883.371034198599,605.65859375
2281,Senior Software Engineer,1С,,5,5,865,190,Тернополь,до 50 человек,Аутсорсинговая,мужской,28,Высшее,Львовская Политехника,False,ниже среднего,"Финансы и банки,Корпоративные системы",13/06/2017 11:50:20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,5.0,865,,DEV,1883.371034198599,3243.2009259259257
2282,Junior Software Engineer,JavaScript,,0.5,0.5,902,150,Львов,до 50 человек,Аутстаффинговая,мужской,26,Высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,eCommerce",13/06/2017 11:50:40,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",0.5,0.5,902,,DEV,1883.371034198599,605.65859375
2283,Senior Software Engineer,JavaScript,,6,0.5,4500,1000,Киев,до 200 человек,Продуктовая,мужской,25,Высшее,ЖГТУ,False,выше среднего,Веб-разработка,13/06/2017 11:51:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",6.0,0.5,4500,,DEV,1883.371034198599,3243.2009259259257
2286,Software Engineer,C#/.NET,,3,меньше 3 месяцев,1600,800,Харьков,до 200 человек,Аутсорсинговая,мужской,23,Незаконченное высшее,НТУ «ХПИ»,True,ниже среднего,Веб-разработка,13/06/2017 11:54:20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.0,1600,,DEV,1883.371034198599,1678.630073800738
2287,Software Engineer,Python,,4,1,3500,0,Удаленно,до 10 человек,Продуктовая,мужской,30,Высшее,ДонНУ,False,выше среднего,Веб-разработка,13/06/2017 11:54:54,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",4.0,1.0,3500,,DEV,1883.371034198599,1678.630073800738
2288,Junior Software Engineer,Java,,2,меньше 3 месяцев,1100,700,Черкассы,до 1000 человек,Аутсорсинговая,мужской,21,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,Корпоративные системы",13/06/2017 11:55:06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,1100,,DEV,1883.371034198599,605.65859375
2290,Senior Software Engineer,Python,,7,4,3000,0,Харьков,до 1000 человек,Аутстаффинговая,мужской,27,Высшее,ХНЭУ,False,средний,Веб-разработка,13/06/2017 11:57:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36",7.0,4.0,3000,,DEV,1883.371034198599,3243.2009259259257
